sample,phylogroup_containment,phylogroup,assay_type,bioproject,biosample_link,cANI,collection_date_sam,branchwater_containment,geo_loc_name_country_calc,lat_lon,sra_organism,known_country,expected_phylogroup,expected_match
SRR20614908,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787328,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614911,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787336,0.93,2020-11-13,0.2,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614914,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787335,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614917,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787334,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614920,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787333,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614921,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787327,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614924,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787332,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614925,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787332,0.93,2020-11-13,0.2,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614927,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787331,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20614930,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29787330,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20746676,0.11,PhylI,WGS,PRJNA816601,https://www.ncbi.nlm.nih.gov/biosample/SAMN29862836,0.93,2021-04-30,0.2,Australia,"[-34.913942,138.553823]",soil metagenome,Australia,PhylIV,False
SRR20750533,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29826918,0.93,2020-11-13,0.2,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750536,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29826917,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750540,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29826916,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750546,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29826920,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750549,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29826919,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750568,0.05,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771447,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750570,0.05,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771446,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750572,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771445,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750574,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771444,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750576,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771449,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750579,0.05,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771448,0.93,2020-11-13,0.2,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750581,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29771443,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750778,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814153,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750779,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814153,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750781,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814152,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750784,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814151,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750785,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814145,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750788,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814150,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750791,0.07,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814149,0.93,2020-11-13,0.23,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750794,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814148,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750797,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814147,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750800,0.06,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814146,0.93,2020-11-13,0.21,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20750803,0.08,PhylI,WGS,PRJNA859194,https://www.ncbi.nlm.nih.gov/biosample/SAMN29814154,0.93,2020-11-13,0.22,USA,"[38.267387,-121.826438]",soil metagenome,,,False
SRR20776098,1.04,PhylII,WGS,PRJNA856829,https://www.ncbi.nlm.nih.gov/biosample/SAMN29790834,0.97,2021-05-01,0.48,China,"[24.4213,114.95]",Sinelater perroti,China,PhylII;PhylIII,True
SRR2090161,0.12,PhylI,WGS,PRJNA288027,https://www.ncbi.nlm.nih.gov/biosample/SAMN03842439,0.93,2013-06-03,0.2,USA,"[39.5369,-107.7828]",groundwater metagenome,,,False
SRR20942015,0.08,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795467,0.93,2021-09-01,0.21,Mexico,"[19.361,-98.246]",soil metagenome,,,False
SRR20942017,0.07,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795465,0.93,2021-09-01,0.2,Mexico,"[19.368,-98.233]",soil metagenome,,,False
SRR20942029,0.07,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795485,0.93,2021-09-01,0.2,Mexico,"[19.474,-98.587]",soil metagenome,,,False
SRR20942033,0.08,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795481,0.93,2021-09-01,0.2,Mexico,"[19.457,-98.457]",soil metagenome,,,False
SRR20942034,0.08,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795480,0.93,2021-09-01,0.2,Mexico,"[19.457,-98.459]",soil metagenome,,,False
SRR20942035,0.08,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795479,0.93,2021-09-01,0.21,Mexico,"[19.456,-98.46]",soil metagenome,,,False
SRR20942036,0.07,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795478,0.93,2021-09-01,0.2,Mexico,"[19.47,-98.475]",soil metagenome,,,False
SRR20942047,0.07,PhylI,OTHER,PRJNA859781,https://www.ncbi.nlm.nih.gov/biosample/SAMN29795468,0.93,2021-09-01,0.2,Mexico,"[19.361,-98.245]",soil metagenome,,,False
SRR20950662,0.11,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667232,0.93,NP,0.2,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20950664,0.11,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667230,0.93,NP,0.2,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20950758,0.12,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667354,0.93,NP,0.2,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20950759,0.09,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667353,0.93,NP,0.2,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20950821,0.1,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667392,0.93,NP,0.23,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20950822,0.08,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667391,0.93,NP,0.22,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20950970,0.1,PhylI,WGS,PRJNA841806,https://www.ncbi.nlm.nih.gov/biosample/SAMN28667286,0.93,NP,0.21,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR20959684,0.07,PhylI,WGS,PRJNA859277,https://www.ncbi.nlm.nih.gov/biosample/SAMN29772526,0.93,2018-05-01,0.2,China,"[27.63,113.97]",soil metagenome,China,PhylII;PhylIII,False
SRR20959695,0.07,PhylI,WGS,PRJNA859277,https://www.ncbi.nlm.nih.gov/biosample/SAMN29772470,0.93,2018-05-01,0.21,China,"[33.22,111.03]",soil metagenome,China,PhylII;PhylIII,False
SRR20959696,0.07,PhylI,WGS,PRJNA859277,https://www.ncbi.nlm.nih.gov/biosample/SAMN29772458,0.93,2018-05-01,0.21,China,"[39.52,94.87]",soil metagenome,China,PhylII;PhylIII,False
SRR21020893,0.05,PhylI,WGS,PRJNA868779,https://www.ncbi.nlm.nih.gov/biosample/SAMN30273733,0.96,2018-02-19,0.39,United Kingdom,"[57.18,-2.21]",soil metagenome,,,False
SRR21102189,0.13,PhylI,WGS,PRJNA870237,https://www.ncbi.nlm.nih.gov/biosample/SAMN30355128,0.93,2022-03-15,0.2,China,"[23.1,113.21]",periphyton metagenome,China,PhylII;PhylIII,False
SRR21138689,0.14,PhylI,WGS,PRJNA871234,https://www.ncbi.nlm.nih.gov/biosample/SAMN30412739,0.93,2019-10-01,0.2,China,"""40 N 116 E""",soil metagenome,China,PhylII;PhylIII,False
SRR2124832,0.09,PhylII,WGS,PRJNA290687,https://www.ncbi.nlm.nih.gov/biosample/SAMN03896000,0.94,2010-04-01,0.27,Namibia,"[-23.32,15.01]",hypolithon metagenome,,,False
SRR21369203,0.13,PhylI,WGS,PRJNA874517,https://www.ncbi.nlm.nih.gov/biosample/SAMN30551699,0.93,2021-03-01,0.2,Germany,"[51.430645,6.985361]",freshwater metagenome,,,False
SRR21397094,0.07,PhylI,WGS,PRJNA876069,https://www.ncbi.nlm.nih.gov/biosample/SAMN30637113,0.93,2019-03-01,0.2,South Korea,"[33.2813,126.2313]",freshwater sediment metagenome,,,False
SRR21460711,0.07,PhylI,WGS,PRJNA876789,https://www.ncbi.nlm.nih.gov/biosample/SAMN30672389,0.93,2017-08-31,0.2,China,"[31.03,121.44]",soil metagenome,China,PhylII;PhylIII,False
SRR21524771,0.1,PhylI,WGS,PRJNA878929,https://www.ncbi.nlm.nih.gov/biosample/SAMN30761989,0.93,2019-07-25,0.21,USA,"[44.6934,-117.0778]",freshwater metagenome,,,False
SRR21524773,0.11,PhylI,WGS,PRJNA878929,https://www.ncbi.nlm.nih.gov/biosample/SAMN30761987,0.93,2019-07-22,0.2,USA,"[44.6289,-117.1066]",freshwater metagenome,,,False
SRR21524775,0.14,PhylI,WGS,PRJNA878929,https://www.ncbi.nlm.nih.gov/biosample/SAMN30761985,0.93,2019-07-22,0.21,USA,"[44.48708,-117.2171]",freshwater metagenome,,,False
SRR21617301,0.05,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330658,0.93,2020-11-01,0.2,China,"[24.55,113.6]",soil metagenome,China,PhylII;PhylIII,False
SRR21617302,0.05,PhylIII,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330657,0.93,2020-11-01,0.21,China,"[24.55,113.59]",soil metagenome,China,PhylII;PhylIII,True
SRR21617304,0.06,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330655,0.93,2020-11-01,0.2,China,"[24.55,113.57]",soil metagenome,China,PhylII;PhylIII,False
SRR21617305,0.06,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330654,0.93,2020-07-01,0.22,China,"[24.55,113.56]",soil metagenome,China,PhylII;PhylIII,False
SRR21617306,0.06,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330653,0.93,2020-07-01,0.21,China,"[24.55,113.55]",soil metagenome,China,PhylII;PhylIII,False
SRR21617307,0.05,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330652,0.93,2020-07-01,0.22,China,"[24.55,113.54]",soil metagenome,China,PhylII;PhylIII,False
SRR21617316,0.06,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330659,0.93,2020-11-01,0.24,China,"[24.55,113.61]",soil metagenome,China,PhylII;PhylIII,False
SRR21617318,0.06,PhylI,WGS,PRJNA870682,https://www.ncbi.nlm.nih.gov/biosample/SAMN30330649,0.93,2020-07-01,0.2,China,"[24.55,113.52]",soil metagenome,China,PhylII;PhylIII,False
SRR21656309,0.08,PhylI,WGS,PRJNA882739,https://www.ncbi.nlm.nih.gov/biosample/SAMN30948427,0.93,2022-04-01,0.23,South Africa,"[-25.92,31.93]",metagenome,South Africa,PhylI,True
SRR21656310,0.08,PhylI,WGS,PRJNA882739,https://www.ncbi.nlm.nih.gov/biosample/SAMN30948427,0.93,2022-04-01,0.21,South Africa,"[-25.92,31.93]",metagenome,South Africa,PhylI,True
SRR21656311,0.12,PhylI,WGS,PRJNA882739,https://www.ncbi.nlm.nih.gov/biosample/SAMN30948427,0.93,2022-04-01,0.2,South Africa,"[-25.92,31.93]",metagenome,South Africa,PhylI,True
SRR21749637,0.08,PhylI,OTHER,PRJNA885294,https://www.ncbi.nlm.nih.gov/biosample/SAMN31086458,0.93,2017-09-27,0.2,China,"[32.52,120.49]",soil metagenome,China,PhylII;PhylIII,False
SRR21749639,0.07,PhylI,OTHER,PRJNA885294,https://www.ncbi.nlm.nih.gov/biosample/SAMN31086477,0.93,2018-09-27,0.2,China,"[32.52,120.49]",soil metagenome,China,PhylII;PhylIII,False
SRR21749641,0.07,PhylI,OTHER,PRJNA885294,https://www.ncbi.nlm.nih.gov/biosample/SAMN31086475,0.93,2018-09-27,0.2,China,"[32.52,120.49]",soil metagenome,China,PhylII;PhylIII,False
SRR21749647,0.08,PhylI,OTHER,PRJNA885294,https://www.ncbi.nlm.nih.gov/biosample/SAMN31086470,0.93,2018-09-27,0.2,China,"[32.52,120.49]",soil metagenome,China,PhylII;PhylIII,False
SRR21749650,0.08,PhylI,OTHER,PRJNA885294,https://www.ncbi.nlm.nih.gov/biosample/SAMN31086467,0.93,2018-09-27,0.21,China,"[32.52,120.49]",soil metagenome,China,PhylII;PhylIII,False
SRR21753544,0.13,PhylI,OTHER,PRJNA885446,https://www.ncbi.nlm.nih.gov/biosample/SAMN31093657,0.93,2018-12-16,0.21,uncalculated,"""missing""",soil metagenome,,,False
SRR2179953,0.25,PhylII,WGS,PRJNA176929,https://www.ncbi.nlm.nih.gov/biosample/SAMN04005870,0.93,2010-07-20,0.2,USA,"[44.99,-73.11]",freshwater metagenome,,,False
SRR2179959,0.54,PhylII,WGS,PRJNA176929,https://www.ncbi.nlm.nih.gov/biosample/SAMN04005876,0.95,2010-10-19,0.32,USA,"[44.99,-73.11]",freshwater metagenome,,,False
SRR21856587,0.03,PhylII,WGS,PRJNA889212,https://www.ncbi.nlm.nih.gov/biosample/SAMN31233760,0.93,2021-01-18,0.21,Denmark,"[56.242694,10.3385]",marine sediment metagenome,,,False
SRR21856588,0.04,PhylII,WGS,PRJNA889212,https://www.ncbi.nlm.nih.gov/biosample/SAMN31233760,0.93,2021-01-18,0.21,Denmark,"[56.242694,10.3385]",marine sediment metagenome,,,False
SRR21875654,0.11,PhylI,OTHER,PRJNA888150,https://www.ncbi.nlm.nih.gov/biosample/SAMN31210193,0.93,2019-05-30,0.2,uncalculated,"""missing""",rhizosphere metagenome,,,False
SRR21875655,0.09,PhylI,OTHER,PRJNA888150,https://www.ncbi.nlm.nih.gov/biosample/SAMN31210192,0.93,2019-05-30,0.2,uncalculated,"""missing""",rhizosphere metagenome,,,False
SRR21875704,0.16,PhylI,WGS,PRJNA888038,https://www.ncbi.nlm.nih.gov/biosample/SAMN31206663,0.95,2020-10-23,0.32,Germany,"""missing""",freshwater metagenome,,,False
SRR21875705,0.21,PhylI,WGS,PRJNA888038,https://www.ncbi.nlm.nih.gov/biosample/SAMN31206662,0.94,2020-10-22,0.25,Germany,"""missing""",freshwater metagenome,,,False
SRR21890362,0.06,PhylI,WGS,PRJNA889980,https://www.ncbi.nlm.nih.gov/biosample/SAMN31232811,0.93,2019-09-01,0.2,China,"[31.64,120.74]",rice paddy metagenome,China,PhylII;PhylIII,False
SRR21890363,0.06,PhylI,WGS,PRJNA889980,https://www.ncbi.nlm.nih.gov/biosample/SAMN31232810,0.93,2019-09-01,0.2,China,"[31.64,120.74]",rice paddy metagenome,China,PhylII;PhylIII,False
SRR21890364,0.06,PhylI,WGS,PRJNA889980,https://www.ncbi.nlm.nih.gov/biosample/SAMN31232809,0.93,2019-09-01,0.21,China,"[31.64,120.74]",rice paddy metagenome,China,PhylII;PhylIII,False
SRR21904602,0.11,PhylI,OTHER,PRJNA890614,https://www.ncbi.nlm.nih.gov/biosample/SAMN31283721,0.93,2020-10-03,0.2,uncalculated,"""missing""",sediment metagenome,,,False
SRR22000165,0.11,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400021,0.93,2017-09-19,0.21,Germany,"[50.956021,13.772238]",sediment metagenome,,,False
SRR22000175,0.12,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400012,0.93,2018-07-24,0.2,Germany,"[50.956021,13.772238]",sediment metagenome,,,False
SRR22000177,0.13,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399966,0.93,2016-10-25,0.22,Germany,"[50.96095,13.777174]",sediment metagenome,,,False
SRR22000187,0.11,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400001,0.93,2018-07-24,0.2,Germany,"[50.90452,13.752505]",sediment metagenome,,,False
SRR22000188,0.13,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399965,0.93,2016-10-25,0.21,Germany,"[50.96095,13.777174]",sediment metagenome,,,False
SRR22000197,0.13,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400043,0.93,2017-09-19,0.2,Germany,"[50.96602,13.725885]",sediment metagenome,,,False
SRR22000203,0.12,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400038,0.93,2017-09-19,0.2,Germany,"[50.914028,13.787224]",sediment metagenome,,,False
SRR22000204,0.13,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400037,0.93,2017-09-19,0.21,Germany,"[50.914028,13.787224]",sediment metagenome,,,False
SRR22000212,0.16,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400030,0.93,2017-09-19,0.22,Germany,"[50.919476,13.733583]",sediment metagenome,,,False
SRR22000215,0.17,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31400027,0.93,2017-09-19,0.21,Germany,"[50.90452,13.752505]",sediment metagenome,,,False
SRR22000220,0.1,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399997,0.93,2017-03-06,0.2,Germany,"[50.96095,13.777174]",freshwater metagenome,,,False
SRR22000223,0.13,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399994,0.93,2017-03-06,0.21,Germany,"[50.96095,13.777174]",sediment metagenome,,,False
SRR22000227,0.12,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399964,0.93,2016-10-25,0.2,Germany,"[50.96095,13.777174]",sediment metagenome,,,False
SRR22000228,0.09,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399990,0.93,2017-03-06,0.2,Germany,"[50.961889,13.777417]",sediment metagenome,,,False
SRR22000236,0.1,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399982,0.93,2017-01-10,0.21,Germany,"[50.96095,13.777174]",sediment metagenome,,,False
SRR22000237,0.12,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399981,0.93,2017-01-10,0.2,Germany,"[50.961889,13.777417]",sediment metagenome,,,False
SRR22000238,0.12,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399963,0.93,2016-10-25,0.2,Germany,"[50.961889,13.777417]",sediment metagenome,,,False
SRR22000254,0.12,PhylI,WGS,PRJNA892917,https://www.ncbi.nlm.nih.gov/biosample/SAMN31399961,0.93,2016-10-25,0.21,Germany,"[50.961889,13.777417]",sediment metagenome,,,False
SRR22101724,0.08,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516794,0.93,2021-10-31,0.22,uncalculated,"""missing""",soil metagenome,,,False
SRR22101725,0.16,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516793,0.93,2021-10-31,0.23,uncalculated,"""missing""",soil metagenome,,,False
SRR22101726,0.07,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516792,0.93,2021-10-31,0.21,uncalculated,"""missing""",soil metagenome,,,False
SRR22101727,0.06,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516791,0.93,2021-10-31,0.2,uncalculated,"""missing""",soil metagenome,,,False
SRR22101728,0.11,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516790,0.93,2021-10-31,0.23,uncalculated,"""missing""",soil metagenome,,,False
SRR22101729,0.1,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516789,0.93,2021-10-31,0.2,uncalculated,"""missing""",soil metagenome,,,False
SRR22101738,0.06,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516796,0.93,2021-10-31,0.22,uncalculated,"""missing""",soil metagenome,,,False
SRR22101739,0.07,PhylI,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516795,0.93,2021-10-31,0.22,uncalculated,"""missing""",soil metagenome,,,False
SRR22101740,0.12,PhylII,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516786,0.93,2021-10-31,0.21,uncalculated,"""missing""",soil metagenome,,,False
SRR22101741,0.12,PhylII,WGS,PRJNA895580,https://www.ncbi.nlm.nih.gov/biosample/SAMN31516785,0.93,2021-10-31,0.23,uncalculated,"""missing""",soil metagenome,,,False
SRR22213751,0.07,PhylI,OTHER,PRJNA898982,https://www.ncbi.nlm.nih.gov/biosample/SAMN31635261,0.93,2018-06-20,0.2,China,"[35.2,107.67]",soil metagenome,China,PhylII;PhylIII,False
SRR22215822,0.07,PhylI,WGS,PRJNA898102,https://www.ncbi.nlm.nih.gov/biosample/SAMN31599175,0.93,2017-05-05,0.23,Hungary,"[47.518894,16.993685]",soil metagenome,,,False
SRR22215833,0.07,PhylI,WGS,PRJNA898102,https://www.ncbi.nlm.nih.gov/biosample/SAMN31599174,0.93,2017-05-05,0.22,Hungary,"[47.518874,16.993665]",soil metagenome,,,False
SRR22277741,0.05,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31667989,0.93,2019-09-01,0.21,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277745,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668021,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277746,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668020,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277747,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668019,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277751,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668015,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277752,0.05,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31667988,0.93,2019-09-01,0.22,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277754,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668013,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277755,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668012,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277760,0.07,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31668007,0.93,2019-09-01,0.2,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
SRR22277763,0.05,PhylI,OTHER,PRJNA899702,https://www.ncbi.nlm.nih.gov/biosample/SAMN31667987,0.93,2019-09-01,0.21,China,"""not collected""",soil metagenome,China,PhylII;PhylIII,False
